symbol,eps_growth,recommendation_previous_dars_overall,active_status_by_frequency,subindustry,returns_potential_rating,average_days_to_recovery,recommendation_dars_yield_attractiveness,yield_fwd_rating,years_of_consecutive_div_increase_or_nochg,sector_average_forward_payout_ratio_ffo_count,consec_years_div_incr_rating,profit_growth_rating,ratio_payout_forward_for_rating,payout_next_count,annualized_dividend_growth_5yr_cy0,annualized_dividend_growth_5yr_cy1,returns_risk_rating,bds_reco,dgs_reco,avg_analyst_upside_rating,dars_dividend_growth_streak,price_change_precent,ratio_price_ffo,high_price_52_week,payout_next_ex_date,sector_average_forward_payout_ratio_ffo,short_name,previous_dars_overall,share_class,max_recovery_of_close_price_from_ex_date_less_2day,sector_average_ratio_price_earnings_fy1_count,industry,payout_ratio_rating,annualized_dividend_growth_3yr_cy0,years_of_consecutive_dividend_growth,annualized_dividend_growth_3yr_cy1,min_recovery_of_close_price_from_ex_date_less_1day,next_year_estimate_eps,dividend_annual_current,avg_recovery_of_close_price_from_ex_date_less_1day,returns_total_5_year_avg,payout_next_other_pay_date,sector_average_ratio_payout_forward_count,low_price_52_week,returns_total_10_year_avg,payout_next_percent_change,forward_payout_ratio_ffo,ratio_net_debt_ebitda_ttm,sector_average_ratio_price_ffo,payout_next_other_amount,returns_total_since_inception,payout_next_other_declared_date,low_vol_beta_rating,dividend_policy_status,payout_next_other_type,latest_recovery_of_close_price_from_ex_date_less_1day,float_short_percent_this_month_rating,forward_payout_ratio,payout_next_amount,div_growth_3yr_rating,dars_leverage,val_ratio_rating,payout_frequency,mix_of_recovered_bdc_payouts_exdate_less_2day,trailing_payout_ratio,returns_total_1_year,annualized_dividend_growth_10yr_cy1,recommendation_dars_overall,annualized_dividend_growth_10yr_cy0,hys_reco,dars_overall,payout_next_type,next_payout_estimated_status,annualized_dividend_growth_20yr_cy0,payout_next_other_qualified,payout_next_pay_date,annualized_dividend_growth_20yr_cy1,sector,returns_total_3_year_avg,div_safety_rating,pe_ratio,recommendation_dars_overall_change,no_analysts_rating,low_leverage_rating,inception_date,payout_next_declared_date,name,exchange,sector_average_ratio_price_ffo_count,last_price,sector_average_ratio_price_earnings_fy1,sector_average_ratio_payout_forward,previous_close_price,payout_next_other_ex_date,market_cap,latest_recovery_of_close_price_from_ex_date_less_2day,mix_of_recovered_bdc_payouts_exdate_less_1day,dars_yield_attractiveness,security_type,local_distribution_currency,max_recovery_of_close_price_from_ex_date_less_1day,price_as_of,ytd_return,dividend_yield_current,dps_reco,price_change_precent_of_52_week_high,avg_recovery_of_close_price_from_ex_date_less_2day,min_recovery_of_close_price_from_ex_date_less_2day,most_recent_continuity_window_payout_count,trailing_yield,analyst_reco_rating,payout_next_qualified,annualized_dividend_growth_1yr_cy0,annualized_dividend_growth_1yr_cy1,ltm_dividend,uuid
LECO,0.088081967917522,Fair,1,metalworking-machinery,4,3.8,Avoid,2,31,31,5,5,0.29397354238118567,1,0.08665382460480164,0.07496665719765105,4,Hold,Hold,3,5,0.6868667186282135,30.442005669198107,261.13,2025-03-31T00:00:00.000+00:00,0.24464361769996798,LINCOLN ELECTRIC HOLDINGS,3.9,Commons,16,389,machinery,5,0.08945949923756458,30,0.04485293921821687,1,10.205,3.0,6.3132,0.22374216686093784,,199,169.51,0.13639758899298648,0.0,0.4418501959823616,1.11,15.958259713074508,,0.11316304816720546,,4,DividendNoChange,,9,5,0.29397354238118567,0.75,4,4,5,4,1.0,0.29397354238118567,-0.17525218289759936,0.08638809021321747,Fair,0.09687573543560002,Sell,3.9,Regular,Declared,0.11106999525581807,,2025-04-15T00:00:00.000+00:00,0.10669056636213337,industrials,0.1989968993561242,4,20.253797158255757,No change,4,5,1995-06-13,2025-02-19T00:00:00.000+00:00,"LINCOLN ELECTRIC HOLDINGS, INC",NASDAQ,253,206.69,15.712994262467086,0.2048284427261224,205.28,,11515250000,10,1.0,1,stock,USD,15,2025-02-28T16:00:00.000Z,0.10693386836703711,0.014514490299482317,Buy,-20.84785355952974,7.3132,2,91,0.0139,4,Qualified,0.04166666666666674,0.0,2.88,LECO**stock
UMBF,0.20001876447537636,Fair,1,banks,3,7.7,Avoid,2,33,155,5,4,0.14199153961160166,1,0.05061112176150684,0.030025980814659237,4,Hold,Sell,4,5,1.5462494247583918,5.82268707989429,129.94,2025-03-10T00:00:00.000+00:00,0.33813088252378487,UMB FINANCIAL,4.2,Commons,267,590,banking,5,0.024026600259786868,32,0.015023702678600204,1,11.268277,1.6,5.27689,0.1576782568863988,,416,76.0,0.09822189292547723,0.0,0.08444030932503274,,7.08072703789488,,0.07638291684235532,,4,DividendNoChange,,1,3,0.14199153961160166,0.4,2,4,4,4,0.7872,0.14199153961160166,0.39175537338163524,0.049176317199600916,Fair,0.053512366162214775,Sell,4.2,Regular,Declared,0.06489166870719476,,2025-04-01T00:00:00.000+00:00,0.05831667180707911,financials,0.06525009554840011,4,9.791204103342508,No change,4,5,1990-03-27,2025-01-28T00:00:00.000+00:00,UMB FINANCIAL CORP,NASDAQ,626,110.33,10.611028560718779,0.28578407242187315,108.65,,5301950195,3,1.0,1,stock,USD,266,2025-02-28T16:00:00.000Z,-0.022417153996101336,0.014501948699356476,Sell,-15.09158072956749,6.49428,2,123,0.0142,4,Qualified,0.019108280254776844,0.0,1.57,UMBF**stock
BANF,0.023206803797468353,Quality,1,banks,4,5.5,Avoid,2,31,155,5,5,0.2845360678074192,1,0.06868269837417618,0.05618004403862731,4,Hold,Hold,3,5,2.2355460385438968,22.26199617678386,132.29,2025-03-27T00:00:00.000+00:00,0.33813088252378487,BancFirst,4.6,Commons,139,590,banking,5,0.06575671665233052,31,0.03491157651702448,1,6.466667,1.84,4.29465,0.20946333037792186,,416,81.21,0.1732972099991832,0.0,0.34318090621047503,,7.08072703789488,,0.1385077984940457,,4,DividendActive,,12,4,0.2845360678074192,0.46,4,5,3,4,1.0,0.2845360678074192,0.3946415467683513,0.09536437058362246,Quality,0.10146823792965876,Sell,4.6,Regular,Estimated,0.09492615079450895,,2025-04-15T00:00:00.000+00:00,0.08809532735479575,financials,0.18258775506022995,4,18.457731007333454,No change,2,5,1994-01-04,2025-02-21T00:00:00.000+00:00,BancFirst Corporation,NASDAQ,626,119.36,10.611028560718779,0.28578407242187315,116.75,,3867800049,14,1.0,1,stock,USD,37,2025-02-28T16:00:00.000Z,0.022602472899506898,0.015415549597855228,Sell,-9.77398140449013,20.57861,2,126,0.0149,3,Qualified,0.03370786516853941,0.0,1.78,BANF**stock
MGRC,0.10318337558635432,Fair,1,other,3,3.7,Avoid,2,33,114,5,5,0.28955223880597014,1,0.029196947918678884,0.02199905995282081,5,Hold,Sell,4,5,-1.6446307642695956,14.984965942644502,129.93,2025-04-16T00:00:00.000+00:00,0.6667820396153005,McGRATH RENTCORP,4.4,Commons,79,53,real-estate-owners-developers,5,0.021511940097232785,33,0.014136145345987616,1,6.7,1.94,12.88558,0.14348375350077003,,19,95.5,0.17223995071374043,2.1052631578947367,0.23828552400598632,2.69,11.309711218153716,,0.1482393758609315,,5,DividendIncrease,,2,4,0.28955223880597014,0.485,2,3,5,4,1.0,0.28955223880597014,-0.005174690728742659,0.06640004766332908,Fair,0.06851389222560478,Sell,4.4,Regular,Declared,0.06409569247962876,,2025-04-30T00:00:00.000+00:00,0.057014847674497604,real-estate,0.17454282084278017,5,18.208955223880597,No change,2,4,1990-03-26,2025-02-19T00:00:00.000+00:00,McGRATH RENTCORP,NASDAQ,189,122.0,12.327606941371924,0.4598273278278916,124.04,,3045330078,2,1.0,1,stock,USD,68,2025-02-28T16:00:00.000Z,0.09542066828379614,0.015901639344262294,Sell,-6.103286384976537,13.69202,2,90,0.0156,5,Qualified,0.021052631578947434,0.0,1.9,MGRC**stock
DCI,0.09140893470790377,Quality,1,pollution-control-equipment,3,3.0,Avoid,2,39,31,5,5,0.27204030226700254,1,0.051547496797280434,0.04419329594385624,4,Hold,Hold,3,5,2.2192632046160674,30.72985192340613,78.95,2025-06-17T00:00:00.000+00:00,0.24464361769996798,DONALDSON,4.6,Commons,21,389,waste-environment-services-equipment,5,0.058751700937939244,38,0.03291811321795568,1,3.97,1.08,1.0,0.10611578422317858,,199,65.1,0.08193368036128224,0.0,0.48036242693991343,0.84,15.958259713074508,,0.14525263815511735,,4,DividendActive,,1,5,0.27204030226700254,0.27,3,5,4,4,0.8004000000000001,0.27204030226700254,-0.032884018022808936,0.045066424441322805,Quality,0.04812238946895775,Sell,4.6,Regular,Estimated,0.10755368397273357,,2025-06-27T00:00:00.000+00:00,0.09685379375167957,industrials,0.11095930902377393,5,17.403022670025187,No change,4,5,1990-01-02,2025-05-30T00:00:00.000+00:00,"DONALDSON COMPANY, INC.",NYSE,253,69.09,15.712994262467086,0.2048284427261224,67.59,,8071899902,12,0.8004000000000001,1,stock,USD,1,2025-02-28T19:00:00.000Z,0.02978690140992768,0.015631784628745114,Buy,-12.48891703609879,9.97136,2,143,0.0156,3,Qualified,0.018867924528301883,0.0,1.08,DCI**stock
CAH,0.12778616024156578,Quality,1,health-care-supply-chain,2,4.0,Avoid,2,29,6,5,5,0.22538360570528998,1,-0.12206813961070517,-0.04981139212189534,5,Sell,Sell,3,5,1.576841609790532,10.018237248940583,132.84,2025-04-01T00:00:00.000+00:00,0.6412713393476958,Cardinal Health,4.9,Commons,28,368,health-care-facilities-services,5,-0.20039117831825215,28,-0.08768003842879779,1,8.973146,2.0224,8.58104,0.23549602962601912,,60,93.17,0.06990883657003089,0.0,0.15647886169491376,0.48,12.590618876399258,,0.10703979233372074,,5,DividendNoChange,,2,5,0.22538360570528998,0.5056,1,5,5,4,1.0,0.22538360570528998,0.16339077314795714,-0.01327657835514262,Quality,-0.03888940934114804,Sell,4.9,Regular,Declared,0.08175992457269166,,2025-04-15T00:00:00.000+00:00,0.07924667418677211,health-care,0.3814331989021087,5,14.429721749763127,No change,5,4,1990-01-02,2025-02-03T00:00:00.000+00:00,"Cardinal Health, Inc.",NYSE,74,129.48,14.65328960214518,0.22494455117109588,127.47,,30792669922,2,1.0,1,stock,USD,26,2025-02-28T19:00:00.000Z,0.09947319578318314,0.015619400679641644,Sell,-2.529358626919609,6.79141,2,123,0.0156,4,Qualified,-0.4987607812035293,0.5,2.0174000000000003,CAH**stock
RPM,0.11632860150192711,Fair,1,specialty-chemicals,4,4.8,Avoid,2,51,23,5,5,0.29928141651654916,1,0.06628595902634737,0.055118198683204556,4,Hold,Hold,3,5,1.7326326161931347,79.84163111377903,141.79,2025-04-18T00:00:00.000+00:00,0.18190611449939026,RPM INTERNATIONAL/DE/,4.05,Commons,6,222,chemicals,5,0.07546291626758905,51,0.050443020638550884,1,6.816327,2.04,4.64552,0.16162606405154412,,128,103.68,0.1159177260409836,0.0,1.314689865785045,3.47,10.014972054279468,,0.1322665817393951,,4,DividendActive,,1,5,0.29928141651654916,0.51,4,3,4,4,1.0,0.29928141651654916,0.09700985005929197,0.058993349425511044,Fair,0.0666566345012145,Sell,4.05,Regular,Estimated,0.06135806388311016,,2025-04-30T00:00:00.000+00:00,0.05725018116213065,materials,0.16916889682189895,4,18.175477790311408,No change,4,4,1990-03-26,2025-04-02T00:00:00.000+00:00,RPM INTERNATIONAL INC/DE/,NYSE,161,123.89,12.480283385974914,0.24944291813876512,121.78,,15657040039,2,1.0,1,stock,USD,14,2025-02-28T19:00:00.000Z,0.010802848318453684,0.016466220033901042,Hold,-12.624303547499816,2.67929,2,25,0.0157,4,Qualified,0.05154639175257736,0.0,1.94,RPM**stock
FUL,0.14935386430035213,Neutral,1,specialty-chemicals,4,3.4,Avoid,2,57,23,5,5,0.1918826316465772,1,0.06568792950866498,0.060019055038764924,3,Sell,Sell,4,5,0.6921029281277739,21.096951949279507,87.67,2025-04-24T00:00:00.000+00:00,0.18190611449939026,FULLER H B,3.55,Commons,18,222,chemicals,5,0.06465605239680117,56,0.03402580105142139,1,4.638252,0.89,3.30007,0.08966102817700317,,128,55.45,0.03644280661732169,0.0,0.3309179984994494,4.17,10.014972054279468,,0.07617986219425288,,3,DividendActive,,1,4,0.1918826316465772,0.2225,4,2,2,4,1.0,0.1918826316465772,-0.27797913816924513,0.04930739052738953,Neutral,0.05726044180179457,Sell,3.55,Regular,Estimated,0.06744654094365576,,2025-05-09T00:00:00.000+00:00,0.06581381653864615,materials,-0.0341644835909638,4,12.233056763625607,No change,4,3,2002-12-02,2025-04-11T00:00:00.000+00:00,FULLER H B CO,NYSE,161,56.74,12.480283385974914,0.24944291813876512,56.35,,3080939941,17,0.8014,1,stock,USD,17,2025-02-28T19:00:00.000Z,-0.15609978807833302,0.015685583362707086,Sell,-35.28002737538497,7.747,2,25,0.0157,3,Qualified,0.02005730659025806,0.0,0.89,FUL**stock
NUE,0.4644576096300088,Fair,1,steel-producers,3,3.0,Avoid,2,53,23,5,3,0.2046849215224055,1,0.06410526376429693,0.05107017136367298,3,Sell,Sell,3,5,1.9731473926266574,2.7059939904445356,203.0,2025-03-31T00:00:00.000+00:00,0.18190611449939026,NUCOR,3.85,Commons,23,222,iron-steel,5,0.03056536127698095,52,0.02051042387691049,1,10.748227,2.2,3.68934,0.2971065122082601,,128,112.25,0.14084448236963376,0.0,0.04330535228761168,0.39,10.014972054279468,,0.13036730279086872,,3,DividendNoChange,,1,5,0.2046849215224055,0.55,3,5,5,4,1.0,0.2046849215224055,-0.26866075640003295,0.03886907884767821,Fair,0.03956304872213745,Sell,3.85,Regular,Declared,0.1047526991349026,,2025-05-12T00:00:00.000+00:00,0.08897556383410232,materials,0.03114040938423157,4,12.790016437129584,No change,4,5,1990-01-02,2025-02-18T00:00:00.000+00:00,NUCOR CORP,NYSE,161,137.47,12.480283385974914,0.24944291813876512,134.81,,31655130859,5,1.0,1,stock,USD,22,2025-02-28T19:00:00.000Z,0.18342757461864245,0.016003491670910017,Sell,-32.2807881773399,4.99892,2,143,0.0158,4,Qualified,0.01382488479262678,0.0,2.17,NUE**stock
CBSH,0.058688641501593475,Fair,1,banks,3,14.0,Avoid,2,58,155,5,5,0.26294822812336477,1,0.1162740590509237,0.04691906856258976,5,Hold,Hold,3,5,1.4978935871430703,13.242228169974219,72.75,2025-03-07T00:00:00.000+00:00,0.33813088252378487,Commerce Bancshares,4.55,Commons,424,590,banking,5,0.05865201484451732,58,0.03510442533095737,1,4.183333,1.1,29.41425,0.08188064243843174,,416,47.89,0.09669532057571972,1.8518518518518516,0.22392699441924122,,7.08072703789488,,0.08087041194681244,,5,DividendIncrease,,59,4,0.26294822812336477,0.275,3,5,4,4,1.0,0.26294822812336477,0.3398185981248518,0.0505787135214697,Fair,0.0505787135214697,Sell,4.55,Regular,Declared,0.021675225454471647,,2025-03-25T00:00:00.000+00:00,0.020622457481116463,financials,0.04989429035896298,4,15.5498020358408,No change,4,5,1990-01-02,2025-01-31T00:00:00.000+00:00,"Commerce Bancshares, Inc.",NASDAQ,626,65.05,10.611028560718779,0.28578407242187315,64.09,,8580450195,60,1.0,1,stock,USD,423,2025-02-28T16:15:00.000Z,0.04397367998716084,0.016910069177555727,Buy,-10.58419243986255,24.34379,2,16,0.016,3,Qualified,0.05624142674219712,0.0,1.0414285713,CBSH**stock
CAT,0.11993246084634328,Fair,1,construction-mining-machinery,4,4.6,Avoid,2,30,31,5,5,0.24697094947280898,1,0.06482043619009503,0.05283065802542741,4,Hold,Hold,3,5,1.1617647058823497,28.463089368819322,418.5,2025-04-18T00:00:00.000+00:00,0.24464361769996798,CATERPILLAR,4.1,Commons,36,389,machinery,5,0.061905977876208995,30,0.034116916688413434,1,22.836694,5.64,5.69302,0.2521497127863863,,199,307.05,0.1834669432212268,0.0,0.46673011786637875,2.96,15.958259713074508,,0.14207603700560778,,4,DividendActive,,1,5,0.24697094947280898,1.41,4,3,4,4,1.0,0.24697094947280898,0.03680668884082672,0.06236276046491129,Fair,0.06480789081072591,Sell,4.1,Regular,Estimated,0.09285812797807225,,2025-05-20T00:00:00.000+00:00,0.08275217096372067,industrials,0.2585333531854337,4,15.061286892051887,No change,5,3,1990-01-02,2025-04-10T00:00:00.000+00:00,CATERPILLAR INC.,NYSE,253,343.95,15.712994262467086,0.2048284427261224,340.0,,162496890625,2,1.0,1,stock,USD,21,2025-02-28T19:00:00.000Z,-0.048496484860172884,0.01639773222852159,Hold,-17.81362007168459,12.91765,2,143,0.0161,3,Qualified,0.019891500904159143,0.0,5.529999999999999,CAT**stock
ABT,0.10738765134783834,Fair,1,medical-devices,3,1.6,Avoid,2,54,6,5,5,0.41363023805296534,1,0.09054631459164475,0.053338899855576605,5,Sell,Sell,1,5,1.5750349598881181,21.303698811106525,138.37,2025-04-15T00:00:00.000+00:00,0.6412713393476958,ABBOTT LABORATORIES,4.45,Commons,79,368,medical-equipment-devices,4,0.07119924545175316,54,0.04299659192254368,1,5.705579,2.36,14.98862,0.14369708280182825,,60,99.71,0.13425793793154228,0.0,0.3642977262097776,0.54,12.590618876399258,,0.10593642308087503,,5,DividendNoChange,,2,5,0.41363023805296534,0.59,4,5,5,4,1.0,0.41363023805296534,0.18741829032172985,0.084874674949587,Fair,0.09186411485683466,Sell,4.45,Regular,Declared,0.03890530969361761,,2025-05-15T00:00:00.000+00:00,0.03526492384137758,health-care,0.07365124511963472,5,24.18860557359735,No change,5,5,1990-01-02,2025-02-21T00:00:00.000+00:00,ABBOTT LABORATORIES,NYSE,74,138.01,14.65328960214518,0.22494455117109588,135.87,,235642531250,3,1.0,1,stock,USD,89,2025-02-28T19:00:00.000Z,0.2266192767274251,0.017100210129700748,Sell,-0.2601720026017329,15.44655,2,142,0.0162,4,Qualified,0.05357142857142838,0.0,2.24,ABT**stock
BDX,0.0852723297734729,Fair,1,medical-equipment,3,4.5,Avoid,2,54,6,5,5,0.265877249842423,1,0.05387395206178347,0.04364022715043592,5,Hold,Hold,4,5,0.6111705924339778,22.686636675276194,251.99,2025-03-10T00:00:00.000+00:00,0.6412713393476958,Becton Dickinson and,4.35,Commons,36,368,medical-equipment-devices,5,0.05726427034643122,53,0.04171400751029397,1,15.646318,4.16,7.2198,0.0038544548001289147,,60,218.75,0.059277988205171495,0.0,0.41846498722630676,2.53,12.590618876399258,,0.12164466956134556,,5,DividendNoChange,,1,5,0.265877249842423,1.04,3,3,4,4,0.9278,0.265877249842423,-0.025521340551978744,0.04378825075164805,Fair,0.05393984183552103,Sell,4.35,Regular,Declared,0.08907382172771627,,2025-03-31T00:00:00.000+00:00,0.08015272645931915,health-care,-0.04553348515939448,4,14.414253883885014,No change,4,3,1990-01-02,2025-01-28T00:00:00.000+00:00,"Becton, Dickinson and Company",NYSE,74,225.53,14.65328960214518,0.22494455117109588,224.16,,64364281250,2,1.0,1,stock,USD,35,2025-02-28T19:00:00.000Z,-0.005906466258209564,0.018445439631091208,Hold,-10.500416683201719,8.94763,2,142,0.0172,4,Qualified,0.0694087403598973,0.0,3.8899999999999997,BDX**stock
ABM,0.09834510286608239,Quality,1,building-maintenance-services,4,8.6,Avoid,2,58,38,5,5,0.2585720286536837,1,0.07307460838754598,0.06740414764502156,4,Sell,Sell,3,5,0.685693106004443,618.3165912315297,59.78,2025-04-03T00:00:00.000+00:00,0.29978448929441154,ABM INDUSTRIES,4.6,Commons,85,489,commercial-services,5,0.09606588769527158,58,0.06199106990573111,1,4.099438,1.06,8.71447,0.12720228234028164,,200,40.5,0.07831299517847357,0.0,12.063603657379378,2.6,8.69999158873275,,0.07525564722953848,,4,DividendActive,,2,4,0.2585720286536837,0.265,4,3,1,4,1.0,0.2585720286536837,0.34382662728295155,0.04772769031025459,Quality,0.050931997388240724,Sell,4.6,Regular,Estimated,0.04675693473331499,,2025-05-06T00:00:00.000+00:00,0.043769657164505205,consumer-discretionary,0.08630139138608994,4,13.253036147881733,No change,4,3,1990-01-02,2025-03-07T00:00:00.000+00:00,ABM INDUSTRIES INC,NYSE,269,54.33,13.236240212324345,0.2749918344166601,53.96,,3357030029,3,1.0,1,stock,USD,55,2025-02-28T19:00:00.000Z,0.06705041536178125,0.01951039941100681,Sell,-9.116761458681843,13.68322,2,90,0.0173,3,Qualified,0.1276595744680853,0.0,0.9400000000000001,ABM**stock
EMR,0.09275917978960545,Fair,1,industrial-automation-controls,2,8.1,Avoid,2,69,31,5,5,0.3241591181888754,1,0.010261064691821531,0.007760387811261538,3,Hold,Sell,3,5,1.3416666666666661,25.701408751219788,134.85,2025-05-16T00:00:00.000+00:00,0.24464361769996798,EMERSON ELECTRIC,4.3,Commons,20,389,electrical-equipment,5,0.007211787609563647,68,0.003980933695144184,2,6.509149,2.11,10.8817,0.16294826821953978,,199,96.62,0.10704035964474357,0.0,0.44593349613579275,2.26,15.958259713074508,,0.11160376803403804,,3,DividendActive,,10,4,0.3241591181888754,0.5275,2,3,5,4,1.0,0.3241591181888754,0.14514889138582765,0.010273002557729116,Fair,0.011339826519286778,Sell,4.3,Regular,Estimated,0.046818254552544625,,2025-06-10T00:00:00.000+00:00,0.041813486904209274,industrials,0.13170503014714185,5,18.682933821302907,No change,5,4,1990-01-02,2025-05-08T00:00:00.000+00:00,EMERSON ELECTRIC CO.,NYSE,253,121.61,15.712994262467086,0.2048284427261224,120.0,,67668000000,3,1.0,1,stock,USD,40,2025-02-28T19:00:00.000Z,-0.014523512118280957,0.017350546830030424,Sell,-9.818316648127546,5.08405,2,121,0.0173,4,Qualified,0.00356718192627814,0.0,2.1025,EMR**stock
FMCB,,Quality,1,banks,,7.3,Avoid,2,60,155,5,,0.1719356627842485,1,0.04747625006344869,0.03983469194256162,4,,,,5,0.24096385542168677,9.613606951377333,1100.0,2025-06-11T00:00:00.000+00:00,0.33813088252378487,Farmers Merchants Bancorp,4.65,Commons,59,590,banking,,0.04820639714663133,60,0.02842417727633828,1,,18.6,1.18708,0.07990281921289899,,416,930.12,0.10613568585146349,0.0,0.1719356627842485,,7.08072703789488,,0.06470358900726736,,5,DividendActive,,1,5,,9.3,3,5,,2,1.0,,0.08563574253789752,0.03567660218406132,Quality,0.037271208560870184,,4.65,Regular,Estimated,0.04508378850804862,,2025-07-01T00:00:00.000+00:00,0.03962650088878483,financials,0.04906428776549632,,,No change,0,,2005-09-12,2025-05-15T00:00:00.000+00:00,Farmers & Merchants Bancorp,OTC,626,1040.0,10.611028560718779,0.28578407242187315,1037.5,,726039978,59,1.0,1,stock,USD,2,2025-02-28T11:19:04.000Z,-0.018867924528301883,0.017884615384615384,,-5.454545454545457,26.91723,2,51,0.0174,,Qualified,0.027624309392265234,0.0,18.1,FMCB**stock
AWR,0.05534495830174375,Fair,1,other,3,12.9,Avoid,3,72,23,5,5,0.5350574712643679,1,0.0778391180245992,0.05869369872055663,5,Hold,Hold,2,5,0.6575486586007364,20.429872915654848,87.5,2025-05-16T00:00:00.000+00:00,0.23413774617515107,AMERICAN STATES WATER,4.25,Commons,8,82,utility-networks,4,0.06881681499077952,71,0.04006518597235309,1,3.48,1.862,16.50637,0.018798955299091702,,70,66.03,0.08715427421901056,0.0,0.4970005666180994,3.74,9.399828377892177,,0.11537683309830538,,5,DividendActive,,1,5,0.5350574712643679,0.4655,4,3,4,4,0.9479000000000001,0.5350574712643679,0.0929998098643523,0.07375042340328597,Fair,0.07856624498311104,Hold,4.25,Regular,Estimated,0.0735897541669932,,2025-06-03T00:00:00.000+00:00,0.07299676844619718,utilities,-0.00886082183508663,4,21.99425287356322,No change,3,4,1998-07-01,2025-05-06T00:00:00.000+00:00,AMERICAN STATES WATER CO,NYSE,92,76.54,16.674474154307536,0.5356639526651173,76.04,,2848250000,4,0.9479000000000001,2,stock,USD,58,2025-02-28T19:00:00.000Z,-0.009066196816062355,0.024327149203031095,Buy,-12.525714285714272,3.87381,2,90,0.0178,3,Qualified,0.039642657733110154,0.0,1.361,AWR**stock
ANDE,0.3501577287066246,Neutral,1,agricultural-products-wholesalers,2,4.0,Avoid,2,28,29,5,4,0.1822429906542056,1,-0.11040299234081785,-0.036629485687158736,5,Sell,Sell,5,5,0.3283302063789882,-2.035015216177768,61.46,2025-04-01T00:00:00.000+00:00,0.21852079464821791,Andersons,3.1,Commons,79,141,distributors-consumer-staples,4,-0.18671605283905146,28,-0.07742886080535982,1,4.28,0.78,12.11891,0.21106005044390508,,73,39.25,0.017766165221138497,0.0,-0.037104064250085535,4.5,11.381743196881661,,0.11740600914851962,,5,DividendNoChange,,3,4,0.1822429906542056,0.195,1,2,4,4,0.7926000000000001,0.1822429906542056,-0.21629960457313258,-0.006592156024585072,Neutral,-0.03807840158561915,Sell,3.1,Regular,Declared,0.06452791099894761,,2025-04-22T00:00:00.000+00:00,0.08168102871474048,consumer-staples,0.0035129257470898345,4,9.995327102803738,No change,1,5,1998-06-29,2025-02-12T00:00:00.000+00:00,"Andersons, Inc.",NASDAQ,102,42.78,15.853751796257246,0.39713589774708635,42.64,,1450949951,2,0.7926000000000001,1,stock,USD,71,2025-02-28T16:00:00.000Z,0.06090899355756707,0.0182328190743338,Sell,-30.393752033843146,12.99033,2,112,0.0179,5,Qualified,-0.4901960784313725,0.4999999999999998,0.765,ANDE**stock
EMLAF,,,1,food-drug-stores,,12.8,,,36,29,,,,1,0.0942182708221897,0.06643011016843192,,,,,5,2.9781601588352156,,32.67,2025-04-11T00:00:00.000+00:00,0.21852079464821791,Empire Ltd,,ForeignOrdinary,64,141,retail-consumer-staples,,0.07442661400246564,30,0.039365681223778815,1,,0.5520668,12.87246,0.09324528322635706,,73,22.27,0.04443695650686519,0.0,,,11.381743196881661,,0.087392112068986,,,DividendActive,,6,,,0.138264777,,0,,4,1.0,,0.26186658102310467,0.06978434293224556,,0.07449039589758999,,,Regular,Estimated,0.07743449087000243,,2025-04-30T00:00:00.000+00:00,0.07267451224506671,consumer-staples,0.027357497823732313,,,,,,2005-01-07,2025-03-14T00:00:00.000+00:00,"Empire Co., Ltd. - Ordinary Shares - Class A",OTC,102,31.12,15.853751796257246,0.39713589774708635,30.22,,6514334130,32,1.0,1,stock,CAD,63,2025-02-28T15:15:00.000Z,0.026922748065495217,0.017739935732647816,,-4.744413835322925,20.23888,2,143,0.018,,Qualified,0.022364217252396124,0.0,0.5597564889,EMLAF**stock
ADP,0.09418252695166053,Fair,1,payment-data-processors,4,8.4,Avoid,2,50,19,5,5,0.5659731780165728,1,0.10973664012690398,0.09970547600917845,4,Sell,Sell,1,5,1.2463861227112096,38.612689124562905,316.46,2025-03-14T00:00:00.000+00:00,0.3850613118258556,AUTOMATIC DATA PROCESSING,4.3,Commons,114,522,technology-services,3,0.1212430352895455,49,0.061510988841551484,1,10.883908,6.16,16.04452,0.1779330808665165,,104,231.27,0.16005909190910672,0.0,0.7546613522663477,0.49,17.7007556374543,,0.13792042135130256,,4,DividendNoChange,,28,5,0.5659731780165728,1.54,5,5,4,4,1.0,0.5659731780165728,0.28994698422106224,0.11048499861511707,Fair,0.11906437833447958,Sell,4.3,Regular,Declared,0.11900845447094488,,2025-04-01T00:00:00.000+00:00,0.10849963071772883,technology,0.18388578786459076,5,28.95834841676354,No change,5,5,1990-01-02,2025-01-15T00:00:00.000+00:00,"AUTOMATIC DATA PROCESSING, INC.",NASDAQ,133,315.18,20.835716555017687,0.24668645621659,311.3,,126841328125,32,1.0,1,stock,USD,107,2025-02-28T16:00:00.000Z,0.07669183206367647,0.019544387334221716,Sell,-0.4044744991468008,18.54338,2,142,0.0182,3,Qualified,0.07317073170731714,0.0,5.74,ADP**stock
